,project,link,amount,tags,dune_namespace,oso_name
815,Interport Finance,https://vote.optimism.io/retropgf/3/application/0x6a6895e360009a6b3f15b176fec8fc400567658003b2bd408228fab9e2bd2489,0.0,RetroPGF3,,
816,IntoTheBlock Optimism Analytics,https://vote.optimism.io/retropgf/3/application/0x53b27d6f1094914fd15913484f1330a1186f0479f796e173acebe3fe72ce3300,0.0,RetroPGF3,,
817,Invest in Music,https://vote.optimism.io/retropgf/3/application/0x3cf3e5f19c555ab993614a924386c30b472d27d4a4ed9343493465a0ba42a770,22360.34,RetroPGF3,,
818,Invest in Music Growth Experiment,https://app.charmverse.io/op-grants/page-6889866496736461,5000.0,"Grants Season 4, Cycle 14, Growth Grant",,
819,Ivan Molto,https://vote.optimism.io/retropgf/3/application/0x191984aae9639decffa28ae92a2c2522e23e0bff534bf3d6b19a0eeaec12217d,18236.1,RetroPGF3,,
820,Ivan on Tech,https://vote.optimism.io/retropgf/3/application/0x79d8e9c58f9727a6381824e67e5b540c1d6b17ab5270d3f7af49d521fbbd28a1,0.0,RetroPGF3,,
821,Jessy's Hacker House,https://vote.optimism.io/retropgf/3/application/0x625af78742d214ddceb8fdc2fb992333579e3787b1b270e940e82ff44f261ea3,54049.41,RetroPGF3,,
822,Joe,https://vote.optimism.io/retropgf/3/application/0x4f5288babc44fe1d53d8a322b5fc674d916b7edd40715052d566929667b2efab,0.0,RetroPGF3,,
823,Josh | The Blockchain Socialist,https://vote.optimism.io/retropgf/3/application/0x03465fe21e603b8d7564f75829c8703c04c51bfac5bc6ce60462c5b2b40ed558,24844.82,RetroPGF3,,
824,Jrocki - YouTube & Podcast,https://app.optimism.io/retropgf-discovery/0xFC10A71B1E7974401D840fd15ceBf08Ed7E115Cc,27608.0,RetroPGF2,,
825,KManuS88,https://vote.optimism.io/retropgf/3/application/0x43042ba8a6c988b3f167424da3ef593d5a26ba6ff87d0388d77876fcdf4b3014,4968.96,RetroPGF3,,
826,Kaito/CoffeeTimes,https://vote.optimism.io/retropgf/3/application/0x0158d4c9ac52ab09828a95355bb021c5880f0a1766da7508d287544fa2b025c3,4968.96,RetroPGF3,,
827,Kristoph Galland,https://vote.optimism.io/retropgf/3/application/0xf66b0bbe50377edf2155266196156712722bd53ee9e2a1368b094de071484147,0.0,RetroPGF3,,
828,KryptoSpace,https://vote.optimism.io/retropgf/3/application/0x52ea28bade0488f325a3428887f4cf1395e00a146ebb70bc77fd575193f7bdfe,4223.62,RetroPGF3,,
829,KudasaiJP,https://vote.optimism.io/retropgf/3/application/0xb8995100de67ccb37e0d12d1bec7e3b90b0c9423055c5d0f24d7265e66daefa2,4968.96,RetroPGF3,,
830,LATASHÁ,https://vote.optimism.io/retropgf/3/application/0x692fdc32cf03165e999d9abc1df1f0ae32549ad1e7c218505c4ed5fc6ed12b68,19875.86,RetroPGF3,,
831,LNRZ,https://vote.optimism.io/retropgf/3/application/0x8b15a95f06dcb065dd7ec3eff34624cb2db10ae7c67eebee1b04ee65d81f84a8,0.0,RetroPGF3,,
832,LandTorn - Lorak,https://vote.optimism.io/retropgf/3/application/0x89fb018dfa7d20cc5d1e0f7153cd123972fce65842e0df352dbff2913682193c,38223.26,RetroPGF3,,
833,Latruite.eth: Create and maintain the ‘Optimism Vision Reservoir’,https://gov.optimism.io/t/final-create-and-maintain-the-optimism-vision-reservoir/6102,4000.0,"Missions Season 4, Cycle 13, Intent 3, Ember, Builders Grant",,
834,LauNaMu,https://vote.optimism.io/retropgf/3/application/0x0a590cce4569153cb95031a80525e2ab5d9bc27e4ecbed4d4dd91c27704cbeae,46328.63,RetroPGF3,,
835,Launchcaster,https://vote.optimism.io/retropgf/3/application/0xe43e48a485bb7d86311ec9af48c8dff4af695fc9b783943388e14801a0f8915b,38223.26,RetroPGF3,,
836,Launchcaster OP Ecosystem Explorer,https://app.charmverse.io/op-grants/page-048525168377153705,25000.0,"Grants Season 4, Cycle 14, Builders Grant",,
837,Launchifi,https://app.optimism.io/retropgf-discovery/0x64249ED5Ef7a004d268A508092851e987482a175,3424.0,RetroPGF2,,
838,Layer 2 Weekly Roundup,https://vote.optimism.io/retropgf/3/application/0x306df7a12c88c0ea169699c0e108da5e59414d22a8250651c3832868b10b6dfd,9937.93,RetroPGF3,,
839,Layer 2 Weekly Roundup,https://app.optimism.io/retropgf-discovery/0x24b0529c7226AE66968B9A8b521b266A2cA4a898,22678.0,RetroPGF2,,
840,Layer2News,https://vote.optimism.io/retropgf/3/application/0x807db7b398630dba09cdaeff7949ad3abcfbccaaa900aa2900ab59b8c10dd26f,0.0,RetroPGF3,,
841,Layer3,https://vote.optimism.io/retropgf/3/application/0x9c62c8c4e6a4f3612d4dde56bdff7115f8934983284a250c50b7519913197f40,49689.64,RetroPGF3,,layer3xyz
842,Learning about OP through Gitcoin Grants,https://vote.optimism.io/retropgf/3/application/0x2193da360fb81d3c0ca642ed79cde635206eb7f2c4fb0659ad308c203884006f,9937.93,RetroPGF3,,
843,Lemon,https://vote.optimism.io/retropgf/3/application/0xad78424bff63abc154f5377f9c876ed1e9f2a2c18c692854f32a383756868641,2732.93,RetroPGF3,,
844,Llama Risk,https://vote.optimism.io/retropgf/3/application/0x0e97cffc1c157bba2c4c02d38348539c76b07db6ba12f7cd4a52ba26794664aa,30479.63,RetroPGF3,,
845,Lyra Research Collective,https://vote.optimism.io/retropgf/3/application/0xe037146acf3e340b21d068e8cdecc7766050bf7c646665f773ae1c8dc0c57cc1,14906.89,RetroPGF3,,
846,Mac Budkowski,https://vote.optimism.io/retropgf/3/application/0x6e9bdfc93cdba878fa63c1cff9c4b6ad4f84dd5374475b9c612d9b5718ea5a53,0.0,RetroPGF3,,
847,MaitreSarce,https://vote.optimism.io/retropgf/3/application/0xf75a2a43e2b5184bfb2aeb9eaccf5531101258317799c3faf9e51b1721491cf0,0.0,RetroPGF3,,
848,MarcoV,https://vote.optimism.io/retropgf/3/application/0x0005effcf8fef542bbf3d1ee5bb6e8fb8b00b018dc325ef4932325bf78aed622,9937.93,RetroPGF3,,
849,MarcoV (Optimism Dashboards),https://app.optimism.io/retropgf-discovery/0x283266045Ab2aB0793a62CADC21D55f685636Ae0,3244.0,RetroPGF2,,
850,Marko,https://vote.optimism.io/retropgf/3/application/0x7e30bd735b4d56efe3ea3e57521ec441cc10ac2cd6c1d1a121af24873b2c13f7,22116.86,RetroPGF3,,
851,Merkly,https://vote.optimism.io/retropgf/3/application/0x7840d1178ec3b4c6fa6fcef1ab16acdb40522b824806d2f6bed7a62519f251cc,0.0,RetroPGF3,,
852,Messari,https://vote.optimism.io/retropgf/3/application/0x2d4bf185c104a0e1976fd4d96265b829218839875d671f24a3211288f9f1c2fa,24844.82,RetroPGF3,,
853,Metagals,https://vote.optimism.io/retropgf/3/application/0xd52f6f34a723d029c1e932de60ebd44658ffa91eed7569ce1a5e6fb8521f5ceb,9937.93,RetroPGF3,,
854,MetricsDAO,https://app.optimism.io/retropgf-discovery/0x4c6E3610a222E4518cc7ef3d8826Ee8640995c5C,2860.0,RetroPGF2,,
855,Mirror Curator DAO,https://vote.optimism.io/retropgf/3/application/0x6565449e46eba1283b32efd00d98c22aa9c43ccfb2edc7c79747e311a04284c9,0.0,RetroPGF3,,
856,Mochi,https://gov.optimism.io/t/review-gf-phase-1-mochi/3427/3,100000.0,"Grants Season 2, Cycle 8 (Phase 1)",,
857,Modular Crypto,https://vote.optimism.io/retropgf/3/application/0xd0f44065f84301c017ac4452081c0be800f5dbfe2b70a3f54fc2effabbe67885,14906.89,RetroPGF3,,
858,Modular Media ,https://vote.optimism.io/retropgf/3/application/0xf2e7ffb45f3f23db8b2bcbbe51878e0824f428485e39d95e634916be521e9e92,9937.93,RetroPGF3,,
859,Monorepo Dependencies Collection,https://app.optimism.io/retropgf-discovery/monorepo-dependencies,189000.0,RetroPGF2,,
860,Moso,https://vote.optimism.io/retropgf/3/application/0xd2a9d5fcec639fa8163db2e6a22d551c778226fd2edf17e9fd8a64fa7c7d0983,65585.86,RetroPGF3,,
861,MrCrypto Arabic,https://vote.optimism.io/retropgf/3/application/0x26ff87883511c2e098d8f80ec85de3191eee5560ac5838c3e78119acc1201ad1,14906.89,RetroPGF3,,
862,Mrfti,https://vote.optimism.io/retropgf/3/application/0x87d80f43444297d914b7de5e7cd41452926abb483cfdbd68fb12326c1a445120,5128.96,RetroPGF3,,
863,MyFirstLayer2,https://vote.optimism.io/retropgf/3/application/0x0126dfee34af34334c909eb12d6c1695a42146f5c421ae747cd4b9f8a77cb33f,4968.96,RetroPGF3,,
864,Namespace,https://vote.optimism.io/retropgf/3/application/0x7306b6b6693b92628d6b79880298112179fba89eb4289aaa1f4423cd8eb2b49e,0.0,RetroPGF3,,
865,Newtro Arts,https://vote.optimism.io/retropgf/3/application/0xe5c355375061711e0749d08da9345dd8245930ead52a60fb2768dc5f136853dc,19875.86,RetroPGF3,,
866,NingNing,https://vote.optimism.io/retropgf/3/application/0x7715221880775bde6c4e1cc1d2d62e3a798c30e21319cb06492b1c5e45e69500,0.0,RetroPGF3,,
867,Nodies DLB,https://vote.optimism.io/retropgf/3/application/0x6eb944b672b1cf8e4c2e46e756f58ef62620cd76ba5909f93a0a17a0a9e09992,0.0,RetroPGF3,,
868,NumbaNERDs,https://vote.optimism.io/retropgf/3/application/0xc1e0a3e9fe552dc8e04a7b2ca5a7be55cdc9f2eece78a954074b4a739aaeda3c,69565.5,RetroPGF3,,
869,OAYC,https://app.optimism.io/retropgf-discovery/0x81B7E9d8409B857D70aD14073E785c486945CaF4,2149.0,RetroPGF2,,
870,ODTU Blockchain,https://vote.optimism.io/retropgf/3/application/0xa9c293993eca8f9b128c0a5d1eb821b5680b8fa736cd8bec4d8058ee3707821b,9937.93,RetroPGF3,,
871,OP Dashboards  by Springzhang,https://app.optimism.io/retropgf-discovery/0xdbE38D1d3631a04875d3FAd945D0dFcb2C20f91c,13169.0,RetroPGF2,,
872,OP Friday Twitter Thread Translation Contest,https://vote.optimism.io/retropgf/3/application/0x1215eeadfd5b7c57a9ce545fcdf5128c91678f102e898260b4c7011fd77c6a7d,0.0,RetroPGF3,,
873,OP Governance Analytics Dashboard,https://vote.optimism.io/retropgf/3/application/0xebfc1df338555d25cbe27bce4896c16c761e90e879be669fe8a6910c9f60dc6d,90435.15,RetroPGF3,,
874,OP Labs: TechNERD program ,https://gov.optimism.io/t/final-technerd-program/6087,21000.0,"Missions Season 4, Cycle 13, Phoenix, Builders Grant",,
875,OP Labs: numbaNERD Program,https://gov.optimism.io/t/final-numbanerd-program/6086,75000.0,"Missions Season 4, Cycle 13, Intent 4, Phoenix, Builders Grant",,
876,OP Podcast NFTs,https://app.charmverse.io/op-grants/proposals?id=94da44b5-73c0-4835-badc-b7cf3451f3fe,500.0,"Grants Season 4, Cycle 13, Growth Grant",,
877,OP Security Council Rehearsal Beta Testers,https://vote.optimism.io/retropgf/3/application/0x074bd7082cde0d054a4d0402d63e6da0c02630dd39f552ec72c83d9614ec2a03,11180.17,RetroPGF3,,
878,OPChainList,https://vote.optimism.io/retropgf/3/application/0x85e3c3687d30b02d1f9f1f4ad21d3ddfdc9bec86ba36773f978ef792d7382e68,9937.93,RetroPGF3,,
879,OPWeave,https://gov.optimism.io/t/draft-gf-phase-1-proposal-opweave-coverage-of-everything-optimism/4990,0.0,"Grants Season 3, Cycle 10",,
880,"Octav, the On-Chain Portfolio Tracker",https://app.charmverse.io/op-grants/page-9085631343096263,45000.0,"Grants Season 4, Cycle 14, Growth Grant",,
881,Odos,https://vote.optimism.io/retropgf/3/application/0xd27984d196342b49f7e3019510482e2dab1a80d9b3e1b292a5dcf60134dce7b8,49689.64,RetroPGF3,,
882,Odos,https://app.optimism.io/retropgf-discovery/0xF86BaD4E03D731de4d67B4f3943743f0B4C2084c,2619.0,RetroPGF2,,
883,Onboard en Perú Optimistas e Indexer ,https://vote.optimism.io/retropgf/3/application/0xa947864f205748da24b0941e7225ec73a08b80f8791c682cadfb6f327e7d275d,4968.96,RetroPGF3,,
884,Onboarding Brazilian Developers,https://app.charmverse.io/op-grants/page-007115651760448705,39200.0,"Grants Season 4, Cycle 15, Builders Grant",,
885,Onchain Media Enthusiast,https://vote.optimism.io/retropgf/3/application/0x0f58770e28eee769f12903e9f1a7bb057fbe07869e5f026d30e1d06458a55105,0.0,RetroPGF3,,
886,Onchain Postcard,https://vote.optimism.io/retropgf/3/application/0x10afb8ffbeca9342d21e4bf30fc5ee6180de4c2e044cc8cd106ce0eb8fc7cfc7,0.0,RetroPGF3,,
887,OpTracker,https://vote.optimism.io/retropgf/3/application/0xd440298214a506f4b23470fc38c664f016b6c801924a2bec2a85f8df5713d1f2,0.0,RetroPGF3,,
888,Open Source Observer: Impact Measurement for RPGF,https://app.charmverse.io/op-grants/proposals?id=545ad6f5-a605-4d15-b7ee-c4fb7115a457,50000.0,"Grants Season 4, Cycle 13, Builders Grant",,
889,OptiChads,https://vote.optimism.io/retropgf/3/application/0x4002ff01746bfe821acbcdc98c3d97d58673998dc655471186dc13f27e2d84ab,11428.62,RetroPGF3,,
890,OptiChads,https://gov.optimism.io/t/ready-gf-phase-1-proposal-optichads-nft-project/3430,50000.0,"Grants Season 2, Cycle 6 (Phase 1), Incentive Program Launched",,
891,OptiChads,https://app.optimism.io/retropgf-discovery/0x10850762bAc0dc6660630c1EfFe188A7cbFDdc88,8607.0,RetroPGF2,,
892,Optiland Quests,https://vote.optimism.io/retropgf/3/application/0x0121ef4e9b7106ceaccdbb3196e12b5767386ae7647642ef791f88e233fa1528,0.0,RetroPGF3,,
893,Optiland Quests,https://gov.optimism.io/t/optiland-quests/5425,20000.0,"Grants Season 3, Cycle 11",,
894,Optimism Ambassador collection,https://app.optimism.io/retropgf-discovery/ambassadors,52241.0,RetroPGF2,,
895,Optimism Ambassadors,https://vote.optimism.io/retropgf/3/application/0x24b3600b0d049e7bdaee893d3988bdc4b04ebb0819c2c44f693093637d96f111,99379.28,RetroPGF3,,
896,Optimism Cult Merch,https://app.optimism.io/retropgf-discovery/0x59E6Ca75DFb201BAFF565303CA52A3113DD6F223,1863.0,RetroPGF2,,
897,Optimism Español,https://vote.optimism.io/retropgf/3/application/0x798b48bee9f259cdee46a8f917b3d27aadc31c2c3fcf0d4688db8d139b48f863,14906.89,RetroPGF3,,
898,Optimism FM,https://app.optimism.io/retropgf-discovery/0x09c41efc1C7E2C2A11Bb153eF39AFFeaFf2CeDcD,15206.0,RetroPGF2,,
899,Optimism Grant Analytics: Grant3,https://vote.optimism.io/retropgf/3/application/0x935d545be3e3255d6b0c2048c49e26544114cb1c26809a0a10a1a79236c92172,30055.77,RetroPGF3,,
900,Optimism Grants Changelog,https://vote.optimism.io/retropgf/3/application/0xd7b6b4e476d072c936089b773ee57c8118d2d5011c7c70cb64a46007c1b20529,29813.79,RetroPGF3,,
901,Optimism Grants Council Season 4,https://vote.optimism.io/retropgf/3/application/0x03b5b6ffac48925d3a94db18da9e93520c5faab92154362aaab8cb37b0eae8f2,49689.64,RetroPGF3,,
902,Optimism Guide,https://vote.optimism.io/retropgf/3/application/0xa5a843f8a51aac49eacd6f5a69a68235e273a101da9916a73f2c5373ab827496,19875.86,RetroPGF3,,
903,Optimism Translators,https://vote.optimism.io/retropgf/3/application/0x667dd1b67a216d3e7a0499dbdb6728837677cb8787a002dfd093708dc705584a,99379.28,RetroPGF3,,
904,Optimism Türkiye,https://vote.optimism.io/retropgf/3/application/0x67fb1aa6cf2fb9f3c2c63d9fed2b335c5e2f16241d3bb8b3070809bec87a42c4,10448.74,RetroPGF3,,
905,Optimism University,https://vote.optimism.io/retropgf/3/application/0xfb0a12ec6c8fbfc68bd70d0a5c76fc285ff849fc7f4347674ceee82afe123608,19875.86,RetroPGF3,,
906,Optimism Vision Reservoir,https://vote.optimism.io/retropgf/3/application/0xd763a0e8d4f5aadc247f8ba9495c4f6f1edd71f1436691e31bf3b822ee2da908,10931.72,RetroPGF3,,
907,Optimism en Español,https://app.optimism.io/retropgf-discovery/0x61d10BFDa1aa5010795985FD9a49F21Fb7570982,45993.0,RetroPGF2,,
908,OptimismArabia,https://vote.optimism.io/retropgf/3/application/0x8e62c9b3dcb09648c017fd3322d1ad7e5a8a1e9efc9cc38b5b3a432fa4a8db54,4968.96,RetroPGF3,,
909,OptimismArabia,https://app.optimism.io/retropgf-discovery/0x6e4E55A49a8C8938BD8D8668E18DE95962740Fe1,5323.0,RetroPGF2,,
910,OptimismCIS,https://vote.optimism.io/retropgf/3/application/0x21a961b132e3305cd199a7d70872c61961cbd5c65b30a318d1402e469d1eeef0,1987.59,RetroPGF3,,
911,OptimismGuru,https://vote.optimism.io/retropgf/3/application/0x2048682adffcfd98f2b36de8721e68269dca7d4e7b1d73002c3f2fb2566e5c90,0.0,RetroPGF3,,
912,OptimismGuru,https://app.optimism.io/retropgf-discovery/0x8E72a24221517E51502f20f387415a06b27A5b51,2144.0,RetroPGF2,,
913,Optimism_CIS,https://vote.optimism.io/retropgf/3/application/0xfeece77fd33f7851d672917565bcf1f8f5ecdde44f5497c45c8729d2386764e0,7453.45,RetroPGF3,,
914,Optimistic Academy,https://vote.optimism.io/retropgf/3/application/0xd02c9ba1056cbd0d5098b5bfd02d0de524716e24744b668b2c3006dea747a057,0.0,RetroPGF3,,
915,Ospace,https://app.optimism.io/retropgf-discovery/0x941D8Cd7378432Bc4952bA0Dcc9e120C18C92975,594.0,RetroPGF2,,
916,Ospace Project,https://vote.optimism.io/retropgf/3/application/0x4c9226d7a48438ede6eecf93bd511d547a85bf5e4e846a0733e2c1d7214fd48e,0.0,RetroPGF3,,
917,OurNetwork,https://vote.optimism.io/retropgf/3/application/0x17d67fb01bea7fd8bed50b5d05f595560115e40bc6c9088d4253fe25dff0c12a,10120.79,RetroPGF3,,
918,Parcel,https://gov.optimism.io/t/draft-gf-phase-1-proposal-parcel/5032,150000.0,"Grants Season 3, Cycle 10",,
919,Parsec Finance,https://vote.optimism.io/retropgf/3/application/0x89f8a3ae09553252f125cb6adaf4a0f1bd75f0d46239ab0e6c659223cf24fb50,19875.86,RetroPGF3,,
920,Paul Burg,https://vote.optimism.io/retropgf/3/application/0xc9cf6f0c8f011f5935524d823da0ae4b50447ce084165692b931ef131c28403b,0.0,RetroPGF3,,
921,Paytrie,https://gov.optimism.io/t/ready-gf-phase-1-proposal-paytrie-stablecoin-on-off-ramp-in-canada/5380,50000.0,"Grants Season 3, Cycle 11",,
922,Perelyn,https://vote.optimism.io/retropgf/3/application/0xb0bf2edc069ec73134f4ec6b77963c21ac1c7197253d7be701ef936266ad63e2,0.0,RetroPGF3,,
923,Perpetuals Dune Abstraction,https://app.optimism.io/retropgf-discovery/0x08290908a251119a1C75bb9C36A7A41e9BF2f1E3,2069.0,RetroPGF2,,
924,Peter Priew Sommon,https://vote.optimism.io/retropgf/3/application/0x5b70a0c9b8c7f9ae678eb13b261801084fffc2b2bf2a27f73c93e2a9ac8cbd83,1987.59,RetroPGF3,,
925,Picodes,https://vote.optimism.io/retropgf/3/application/0x7e980b829cf896bc976e773dd743294a767ab097af1185a270ebb9e8f5899b9b,0.0,RetroPGF3,,
926,Pidgin Parlour,https://vote.optimism.io/retropgf/3/application/0xe78996e8e5f0d8ee8e9a80ff48639a723ebac7c7e71cb925649cafb69e8aa0af,4968.96,RetroPGF3,,
927,Pods,https://vote.optimism.io/retropgf/3/application/0xd61045d17bdd1312b455d49bcaf58eab5f8eca9825d145aabc848507cd692d82,0.0,RetroPGF3,,
928,Polynomial Bytes,https://vote.optimism.io/retropgf/3/application/0xf94999236a584b5f3001843160a771f693ba9afbb542af94fc5ca520bfcd4686,13373.47,RetroPGF3,,
929,Polynya,https://app.optimism.io/retropgf-discovery/0x429F9aDA43e9F345CbB85EC88681BB70Df808892,98824.0,RetroPGF2,,
930,Private Retrieval Fund,https://vote.optimism.io/retropgf/3/application/0x7f6cff783ec90dfbb875801ddcca2830a063ce8af7c0cd1debfea5d660b096df,0.0,RetroPGF3,,
931,ProMint,https://vote.optimism.io/retropgf/3/application/0x12b66aca65986c1db036dffc4e1e8e68b8245164d79cdfce832a12b8671a5d88,4968.96,RetroPGF3,,
932,Proof of Integrity,https://vote.optimism.io/retropgf/3/application/0x8e286bc38bb979df225229c751673d577edf1d2277e28dcdbc61246ae82dd2cb,19305.92,RetroPGF3,,
933,Proof of Integrity,https://app.optimism.io/retropgf-discovery/0xf21b24E6D87C7e5dEC3e419551829F6B39dBB807,15732.0,RetroPGF2,,
934,Proofivy,https://vote.optimism.io/retropgf/3/application/0xb5b8a7a121a175d70136e0509cdb1ad0fd66b30dc10c955a5717cecc9e8b1961,0.0,RetroPGF3,,
935,Public Goods Grant Management,https://vote.optimism.io/retropgf/3/application/0x79fc11f76eb95d878142bf547b993f5850e2fec2408457ae7d3a68d0a755fabb,58674.52,RetroPGF3,,
936,Public Nouns,https://vote.optimism.io/retropgf/3/application/0xde31ec6552239160f9a6e7297ab01f4bdf4c176a7230bf06ac282e2e46add674,49689.64,RetroPGF3,,
937,QuantumFair,https://vote.optimism.io/retropgf/3/application/0xd07ed285925f927fef7e65c2ab60ca781d5697707e3de58becdd3f29091e5278,0.0,RetroPGF3,,
938,Qubit Wallet - Cycle 14,https://app.charmverse.io/op-grants/page-11674564580610602,50000.0,"Grants Season 4, Cycle 14, Growth Grant",,
939,Raiden,https://vote.optimism.io/retropgf/3/application/0x1d31165ae1b07462d311c0be2fa7cd90bf6fcdf1bf86756a633598c3e9e5199b,0.0,RetroPGF3,,
940,Rainie,https://vote.optimism.io/retropgf/3/application/0x7424d0334feb519ea48f66153ce6b3f7dfd156f2dd861c23e4c5f308c95aef41,0.0,RetroPGF3,,
941,RareSkills Book of Zero Knowledge Proofs,https://vote.optimism.io/retropgf/3/application/0x72c4197430710848de6ad973ca7fe8a7e680174298608189a399222bc195b662,12697.69,RetroPGF3,,
942,ReFi Medellín,https://vote.optimism.io/retropgf/3/application/0x3440915b7799f4dfb1577267a90d0d24336ce3b8cd2c900c80af3a39a92ec52d,14906.89,RetroPGF3,,
943,Redacted Research,https://vote.optimism.io/retropgf/3/application/0x820f5efe1a5260622d32a660a46019384db52b2c3a57756b87af53f985950e8d,24601.34,RetroPGF3,,
944,Refi Phangan,https://vote.optimism.io/retropgf/3/application/0x65eb997409c4507e265482ba4c355fa87a936d326a45bacc0b3f815477dff588,0.0,RetroPGF3,,
945,Reno,https://vote.optimism.io/retropgf/3/application/0x2c3cb1cda92a66effc9c010c9d29774c4b549e1617dcaa4823068e7053513ffb,19875.86,RetroPGF3,,
946,Republik Rupiah,https://vote.optimism.io/retropgf/3/application/0x0c8b2527c29dee98b481017068e914279edf1a67c32f8670474b8bc376acd2b6,14906.89,RetroPGF3,,
947,RetroPGF Community,https://vote.optimism.io/retropgf/3/application/0xb77dba2c57ae730d73a32f05ed1e4e606d7028084345c5bc295f12d5048c5fc8,49689.64,RetroPGF3,,
948,Retrolist | RetroPGF Rubric-based List Creation UI,https://vote.optimism.io/retropgf/3/application/0xc666c3ec5d303fd37605cfed32f7233e734a307c495893c11f63749dc73e49d9,49689.64,RetroPGF3,,
949,Revelo Intel,https://vote.optimism.io/retropgf/3/application/0x0dbc478d1c0eec7962e5dcc3de89f17eaeb2d7053c4edc0d293f1eaa53bb0265,4968.96,RetroPGF3,,
950,RoOptimism,https://vote.optimism.io/retropgf/3/application/0x2995531e6e01e3772d20be68e015d8e9c9c1d88579054fea65ed6e98c47c069c,4968.96,RetroPGF3,,
951,RockX,https://app.optimism.io/retropgf-discovery/0x56262562506967a08Bf60a5aC5a5cEEAc02BECD2,2553.0,RetroPGF2,,
952,Rodrigo NuñΞz,https://vote.optimism.io/retropgf/3/application/0xbf77dd60670643679c3108d6c26fc5d658aa52fa1d0a50d89f58cb3fc59d10ec,9937.93,RetroPGF3,,
953,Rollup Economics Dashboard,https://app.optimism.io/retropgf-discovery/0x701E37643DADa13DE79e66A74E7d6187FC48faD2,15329.0,RetroPGF2,,
954,Rollup Economics Dune Spell,https://vote.optimism.io/retropgf/3/application/0xfb8c37a789f9b1e6344b85bccb943cc1402b03d99ade45620a6d69923939c911,14906.89,RetroPGF3,,
