address,choice.1,choice.2,choice.3,choice.4,choice.5,choice.6,choice.7,choice.8,choice.9,choice.10,choice.11,choice.12,choice.13,choice.14,choice.15,choice.16,choice.17,choice.18,choice.19,choice.20,choice.21,choice.22,choice.23,choice.24,choice.25,voting_power,timestamp,author_ipfs_hash,reason
0x8dA48e5846c06B558970ACd42EDc7Da8799481E4,,,10,,10,,,10,10,,,,,10,,,10,,,,,,,,10,1000,1711069833,bafkreifmwxtqs5tdza5tvlpjepnvlt34w6pdqgksyaf25yonf7eglk3eai,""
0x2AC6A3561a43f06d62602eF9728C2B9eEc393326,,,10,,10,10,,10,10,,,,,10,,,10,,,,,,,10,10,1000,1711071412,bafkreihuvrhkmgti7irfmeb6jqa3d47hwgdkcutvt7ypz3634c32ymvbj4,""
0x8FDA1Daa6a674C1726d1896E3054B9a82d123F12,,,1,,,,,,,,,,,,,,1,,,,,,,,1,1000,1711071528,bafkreigtalll6o3ssyj2qq3easpih2zxgtsj7pz6et6laqzz4hg5zonwty,""
0x38f80f8f76B1C44B2beeFB63bb561F570fb6ddB6,1,,1,,,,,,,,,,,,,,,1,,2,,,,,,1000,1711071928,bafkreig57fxczweuodap5hyw3miefefqetl52wdmhzblwapglkbzotzlyy,""
0x9120FfD5d04ca4B26AaBCe611989A8F026dc099a,,,,,,,,,,,,,,,,,,,,,,,,,1,1000,1711072043,bafkreiaszbslrdp6ktdiecxalao7cszuchw5an4ffj5zhlabsax52bvqai,""
0x6733c60E6E02f9C8FA221Db1aeA018d80D949861,,,,,,,,,1,,,,,1,,,,,,1,,,1,,,1000,1711074814,bafkreiekpbefgtjkfdvbvfib6adjhijnssfdtc5i76cjgy24bsnrd3yaju,""
0x86e6b55bB954e1cfAb567f9582E0fa580bb0290d,,,,,,,,,1,,1,,,,,,,,,,,,,,1,1000,1711084080,bafkreiavt2ipyhl2cgj4v57rse2ljbpj7odmd76z62dtqlibi55lxhq3r4,""
0x27259b0F4209e76f8C6Cf27106C9FF83BdC2E831,,,,,,,,,1,,1,,,,,,,,,,,,,,,1000,1711084631,bafkreigl36t2esgny2lszxp5fm6woshxyveatux7keszpxgqdt2t3rsdgu,""
0x0194325BF525Be0D4fBB0856894cEd74Da3B8356,,,,,,,,,,,,,,,1,,,,,,,,,,,2644.0800199915784,1711084841,bafkreiat373mwmhauu7swbd7c5acqnh7p7md5523twmr4o7ue6xd4lrtmq,""
0xA270f5649A42feDfE66ddb3b0b50bebAe1e3DDB0,,,,,,,,,,,,,,,,,1,,,,,,,,,1000,1711089479,bafkreigd5leb6hijvszea77a3zuhmo67jr7bbxsb6gxzwhbhi7rk5ngk5m,""
0x7e651F5f597436cD0fa941F5FF2cD45Ef3F2Fda8,,,,,,,,,,1,,,,,,,,,,,,,1,,,109,1711091202,bafkreif4glvlt4sau3jivn2diy7nqon47nrgs6jgm5qhwng5ytjqs6d3oe,""
0x7fBdE8B27D2B4F164B66F2a9dc02bbD6697e5b19,,,,,,,,,,1,,,,,,,,,,,,,1,,,107.01015528717019,1711091471,bafkreigpvrrgsfqfz34i5bpl5zim5hdsfoxozxhdqczi6y4b6357cfemby,""
0x9cD7D1981B3e15a2DEE4d512ac60E0579Ae18546,,,,,,,,,1,,,,,,,,,,,,,,1,,,101.1,1711091959,bafkreierpe4upg7hkct7tcgeoaerzyuojd2mwezbt363m2imw4alxjweku,""
0x8289432ACD5EB0214B1C2526A5EDB480Aa06A9ab,,,,,,,,1,,,,,,1,,,1,,,,,,,,,1000,1711092075,bafkreifdn7rrumeyvtkcgvkgkasp6id2yuxrm5vejwt7vroemq456aqdyy,""
0x65ad2BF7E09af2597C140dF6386a3003d0F5f8Ee,,,,,,,,,,,,,,,,,,,,1,1,,,,,1000,1711095996,bafkreigo5rhrznicqgo44uh3njutdfl64dptunj42seaz3scfzgwsbs5aq,""
0x51b9C1Df35B044b5c0099D1fD07EAb7cE38f325d,,,,,,,,,,,,,,,,,3,,,,,1,1,1,1,100580.528648144,1711096118,bafkreidqroati5px2cguwp55spn7dzixwy2fxtdvsgmrwajuj2d3o5chpu,""
0xA29b0D2F3b4555359A1bF684d700753b1b06cBc4,,,1,,,,,,,,1,,,,,,1,,,,,1,,1,,466.42114739456366,1711096264,bafkreifnauzeodbu6e3sixfkd4zxsvxxfhnu6cizwikgddhuh5utkntld4,""
0xEd36bf0b2b17768E782Db2ece6A327055b2f3e9C,,,,,,,,1,,1,,,,,,1,,,,1,,,1,,,200,1711097167,bafkreidbm53c4umbtoxxm7ai6m34xemv46ff7g2tnjyhbvbyfd3bc44tqm,""
0xC28D2fDFE6d5a482d32f855457Bb5F8cAcdB32b1,,,,,,,,1,,1,,,,,,1,,,,1,,,1,,,100,1711097208,bafkreihp6txnpwunxy2yd73wtzf6aksxpffcpaoipzf252ntruyx45i4uu,""
0xa305B293e44A82f3Cd489b5fB26084647bb5D8ae,,,,,,,,1,,1,1,,,,,1,1,,1,,,,1,,1,100,1711097250,bafkreigllvm5sgr7k4zqswvjdzcgu7eejaswip5llv6d2mvbdapmxzt4em,""
0x58d7d9c971A613117E493062bEC1A6A5484f2780,,,,,,,,1,1,1,,,,,,,1,,,1,,,,,,100,1711097301,bafkreidehwvhj2athpcfepfzhqxrq6ls5vdgpkl2bmouwm2plnogsodi3a,""
0x65F632cfe8015B7ae6976e549645ed04cde60fe4,,,,,,,,,1,1,1,,,,,1,,,,1,,,,,,487,1711097335,bafkreighpzkpy3tepwitokqvbuw37c7kyet43ngjbkqsbxyh52xh4thriq,""
0xb35E0a0D00c640ab75fAD3cf3B83264bC64D23eC,,,,,,,,1,1,1,,,,,1,,,,,,,,1,,,487,1711097368,bafkreifm6l5nmfvn5hhpsuwvj6bd4gfbbdo4ghaaovniz5qyq324rawbnm,""
0x40Db8365d1252bcb06598927698238a99D39228E,,,,,,,,10,10,10,15,,,10,,10,10,,,10,,10,,5,,1000,1711099602,bafkreic64c7libj37yn63clj4xltjs44qg6ixbc5wlpz6wphyeg5pgmlbi,""
0x1021e61f2cDd8bB295b0e64A20eBB7D8ec3734bf,,,,,,,,,1,,,,,,,,,,,,,,,,,124.88823621061813,1711120744,bafkreic5arxsxhtcwf4yr322hfb5vjsxbdyoskl3f4v4kdyit7g7ihu2my,""
0x3c114973c0260290C2dbD40323327d996972FCeB,,1,,,,,,,,1,,,,,1,,,,,,,,,,,5000,1711126585,bafkreiff5rbqjbu26ob2cscyoik4vl2qbj6pcyugtaszjouafwuftndqxe,""
0x5f0bD06A71E038206ef3e5090eB448E9a9773772,3,2,,,,,,,,,,,,,3,,2,,,,,,,1,2,363873.1695222636,1711132956,bafkreihn2ztsa2sb3l73ujunga5od5qzztawtmafqaff6tfeweuq6qu7ze,""
0x0ea26051F7657d59418da186137141CeA90D0652,,,,,,,,,,,,,,,,500,,,,4500,,,,,,5000,1711134754,bafkreidie56422yyaknpbv37mgcszw4wzkswt4as4inkr2a262p63i24bm,""
0xe3F4F3aD70C1190EC480554bbc3Ed30285aE0610,,,,,,,,,,,,,,,,,,,,1000,,,,,,1000,1711139910,bafkreih7nfom3qist6xozxbc6srkurzvdte4ohxzv2xqkdt7o2hykahjp4,""
0x981E7512e87D2F7228D3F03b65950EB6A1b21baC,,,,,,,,,,,,,,2,,7,,,,3,,,,,1,151618.31852759997,1711140173,bafkreifwge22eaqquoqsjb76rqpvinmp4y5ilr77qk3tu4rcpkf5lyjkji,""
0x84B5a60Df2d7e3397B3A4A3c6282f090304Aca26,,,,,,,,3,,,,,,4,,,,,,,,,4,,,149999.94858876822,1711144094,bafkreia7zfyuujlsyddvv7eyexoceq5owvoomlfkyveq7sblnzhrvi4ony,""
0x6F219Bd1167568aB67494A9067CbbB5679bf0022,,,2,,,,,,,,20,,,,,,48,,,,,30,,,,93907.09627638447,1711145059,bafkreibjhmv6zoylefl3dmp2hwsusfnlpzg6eqa2cles62jgdtajimwsfy,""
