to_project_name,amount,funding_date,from_funder_name,grant_name,grant_pool_name,metadata
blaze,90000.00,2024-03-22,stellar_development_foundation,stellar_community_fund,scf-24,"{""application_name"": ""Blaze: LatAm Launch"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recxcytdsU9FsAjTA"",""token_amount"": 702877.34,""token_unit"": ""XLM""}"
flutter-wallet-sdk,28000.00,2024-03-21,stellar_development_foundation,stellar_community_fund,scf-24,"{""application_name"": ""Flutter Wallet SDK"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recxj2LCnWfaNjDRt"",""token_amount"": 209926.52,""token_unit"": ""XLM""}"
enerdao,47700.00,2024-03-07,stellar_development_foundation,stellar_community_fund,scf-24,"{""application_name"": ""EnerDAO - DeFi for Renewables"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recxI1WH8tFYnAwag"",""token_amount"": 340296.2,""token_unit"": ""XLM""}"
dogstar,86450.00,2024-03-20,stellar_development_foundation,stellar_community_fund,scf-24,"{""application_name"": ""Dogstar League"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recOcOlGlsC6BUFmx"",""token_amount"": 695486.93,""token_unit"": ""XLM""}"
mykobo,49996.00,2024-03-15,stellar_development_foundation,stellar_community_fund,scf-24,"{""application_name"": ""EURC Cross Border Payments"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recOzgAzEdNvCHOXN"",""token_amount"": 373625.88,""token_unit"": ""XLM""}"
depay,42500.00,2024-03-13,stellar_development_foundation,stellar_community_fund,scf-24,"{""application_name"": ""Democratizing Crypto Finance"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recQhWya5YInPvM1U"",""token_amount"": 286943.07,""token_unit"": ""XLM""}"
dapplooker,27700.00,2024-03-26,stellar_development_foundation,stellar_community_fund,scf-24,"{""application_name"": ""BI Tool For Stellar Community"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recRWimCH2fHeod4L"",""token_amount"": 202396.6,""token_unit"": ""XLM""}"
coinsender,23440.00,2024-03-28,stellar_development_foundation,stellar_community_fund,scf-24,"{""application_name"": ""CoinSender"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recSZFx6ph1UtAS2N"",""token_amount"": 170523.57,""token_unit"": ""XLM""}"
perun-state-channels,90000.00,2024-03-20,stellar_development_foundation,stellar_community_fund,scf-24,"{""application_name"": ""Perun Cross-Chain Swaps"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recWpw21bCgqWztUk"",""token_amount"": 724046.55,""token_unit"": ""XLM""}"
solarkraft,50000.00,2024-03-22,stellar_development_foundation,stellar_community_fund,scf-24,"{""application_name"": ""Solarkraft: runtime monitoring"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec05ielYqgWQu4OH"",""token_amount"": 390487.41,""token_unit"": ""XLM""}"
social-podcast,30000.00,2024-03-21,stellar_development_foundation,stellar_community_fund,scf-24,"{""application_name"": ""Roberto Sanz: Podcast & Social"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec2ZLmAvtJlNAmo2"",""token_amount"": 224921.27,""token_unit"": ""XLM""}"
loam,140900.00,2024-08-15,stellar_development_foundation,stellar_community_fund,scf-24,"{""application_name"": ""LOAM - Grow Ambitious Dapps"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec3XoeMveOKOZzQS"",""token_amount"": 1263448.62,""token_unit"": ""XLM""}"
decentrio,50000.00,2024-03-21,stellar_development_foundation,stellar_community_fund,scf-24,"{""application_name"": ""Soroban RPC and indexer"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec38EACiEgZHpXzk"",""token_amount"": 374868.79,""token_unit"": ""XLM""}"
stellar-token-launchpad,40000.00,2024-03-13,stellar_development_foundation,stellar_community_fund,scf-24,"{""application_name"": ""Stellar Token Launchpad"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recyhIl215OlC9aTI"",""token_amount"": 270064.07,""token_unit"": ""XLM""}"
stellar-surge,50000.00,2024-04-09,stellar_development_foundation,stellar_community_fund,scf-24,"{""application_name"": ""Stellar Surge"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recc3FaUY1QXUGaEx"",""token_amount"": 374437.87,""token_unit"": ""XLM""}"
wagelink-sdp-integration,50000.00,2024-04-11,stellar_development_foundation,stellar_community_fund,scf-24,"{""application_name"": ""Wagelink - Soroban Integration"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rechldOqfuvFHMRrL"",""token_amount"": 387248.67,""token_unit"": ""XLM""}"
stocken-capital-legaltech,32579.00,2024-03-26,stellar_development_foundation,stellar_community_fund,scf-24,"{""application_name"": ""STOCKen CAPITAL Legaltech"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recMbwLXxfYgBJXQy"",""token_amount"": 238046.17,""token_unit"": ""XLM""}"
