,oso_slug,project_name,project_id,project_url,project_address,funder_name,funder_round_name,funder_round_type,funder_address,funding_amount,funding_currency,funding_network,funding_date
19021,banklessdao,BanklessDAO Projects,,https://app.optimism.io/retropgf-discovery/0x958c20A43F5206F186B0195cCB61Acb724b2EE1E,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,27568.0,OP,optimism,2023-04-01
19022,beefy-finance,Beefy - Universal Zap,,https://app.charmverse.io/op-grants/page-11504029675210492,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,210000.0,OP,optimism,2023-09-01
19023,beefy-finance,Beefy Finance,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-beefy/2967/,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,650000.0,OP,optimism,2022-07-01
19024,biconomy,Biconomy,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-biconomy/2880,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,750000.0,OP,optimism,2022-07-01
19025,celer,Celer,,https://gov.optimism.io/t/gf-phase-0-proposal-celer-network/1749,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,1000000.0,OP,optimism,2022-07-01
19026,chainlink,Chainlink,,https://gov.optimism.io/t/gf-phase-0-proposal-chainlink/1701,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,1000000.0,OP,optimism,2022-07-01
19027,shipyard-software,Clipper,,https://vote.optimism.io/retropgf/3/application/0xdc7d2186884c4635d06e1ba6c63ac036abeae77eaa753df024ad7029f6b63831,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,49689.64,OP,optimism,2024-01-01
19028,shipyard-software,Clipper,,https://gov.optimism.io/t/gf-phase-0-proposal-clipper/1322/7,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,300000.0,OP,optimism,2022-07-01
19029,connext,Connext,,https://gov.optimism.io/t/gf-phase-0-proposal-connext/851,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,300000.0,OP,optimism,2022-07-01
19030,coordinape,Coordinape,,https://vote.optimism.io/retropgf/3/application/0xcec7aea98b44a9e53c771a33664e9349c0cfd6d9bb769a40c2acb8baf1a3beb1,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,99379.28,OP,optimism,2024-01-01
19031,curve,Curve,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-curve/3089,,Optimism Foundation,Grants Season 2,,0x19793c7824be70ec58bb673ca42d2779d12581be,504828.0,OP,optimism,2022-11-01
19032,decent,Decent.xyz,,https://vote.optimism.io/retropgf/3/application/0x8afe332e8f4c42d4df6e92389c13e0e1b3a43369655761e4f17af9c50975ba18,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,56637.25,OP,optimism,2024-01-01
19033,defi-llama,DefiLlama,,https://vote.optimism.io/retropgf/3/application/0xda04cebe79ec8547116a948edfbdb87e48dcb0543b29b7276df53df579170f74,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,248448.21,OP,optimism,2024-01-01
19034,defi-llama,DefiLlama,,https://gov.optimism.io/t/review-gf-phase-1-proposal-defillama/3562,,Optimism Foundation,Grants Season 2,,0x19793c7824be70ec58bb673ca42d2779d12581be,300000.0,OP,optimism,2022-11-01
19035,defi-llama,DefiLlama,,https://app.optimism.io/retropgf-discovery/0x3754a10c1cA723961068B2653109E6201982Dd9c,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,171293.0,OP,optimism,2023-04-01
19036,dopedao,Dope Wars,,https://gov.optimism.io/t/review-gf-phase-1-proposal-cycle-7-dope-wars/3592,,Optimism Foundation,Grants Season 2,,0x19793c7824be70ec58bb673ca42d2779d12581be,300000.0,OP,optimism,2022-11-01
19037,extra-finance,Extra Finance - Growth,,https://app.charmverse.io/op-grants/proposals?id=7d410c5a-9eff-45fb-ad66-38097ff47695,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,104000.0,OP,optimism,2023-09-01
19038,flipside-crypto,Flipside Crypto,,https://vote.optimism.io/retropgf/3/application/0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,49689.64,OP,optimism,2024-01-01
19039,flipside-crypto,Flipside Crypto,,https://app.optimism.io/retropgf-discovery/0x62a43123FE71f9764f26554b3F5017627996816a,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,40080.0,OP,optimism,2023-04-01
19040,galxe,Galxe,,https://vote.optimism.io/retropgf/3/application/0x198fe5e11670cd1195067815e48f7e696fe5e7bf43a1c15f9bbbdcd72442c319,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,85313.14,OP,optimism,2024-01-01
19041,galxe,Galxe (Oat),,https://gov.optimism.io/t/growth-experiments-grant-optimism-oat-subsidization-on-galxe-cycle-11/5535,,Optimism Foundation,Grants Season 3,,0x19793c7824be70ec58bb673ca42d2779d12581be,200000.0,OP,optimism,2023-02-01
19042,gelato,Gelato,,https://vote.optimism.io/retropgf/3/application/0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,76445.53,OP,optimism,2024-01-01
19043,gelato,Gelato,,https://gov.optimism.io/t/gf-phase-0-proposal-gelato/873/4,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,300000.0,OP,optimism,2022-07-01
19044,gelato,Gelato,,https://app.optimism.io/retropgf-discovery/0x587e9cbc67Af10a9d95F3e38836943667b331392,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,17983.0,OP,optimism,2023-04-01
19045,geo-web,Geo Web,,https://vote.optimism.io/retropgf/3/application/0xe1afef77d8778b1ca62e10a5157d7536abfd82ab17ef71319a8766f8b24eb1bf,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,31801.37,OP,optimism,2024-01-01
19046,geo-web,Geo Web,,https://gov.optimism.io/t/geo-web-growth-experiments-cycle-11/5594,,Optimism Foundation,Grants Season 3,,0x19793c7824be70ec58bb673ca42d2779d12581be,2000.0,OP,optimism,2023-02-01
19047,gitcoin,Gitcoin,,https://vote.optimism.io/retropgf/3/application/0x859d7ec1d7414662658b753da4559bfa6d091483fd0084b673a374e1c3cabf05,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,176398.23,OP,optimism,2024-01-01
19048,gitcoin,Gitcoin,,https://app.optimism.io/retropgf-discovery/0x48A63097E1Ac123b1f5A8bbfFafA4afa8192FaB0,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,151494.0,OP,optimism,2023-04-01
19049,gitcoin,Gitcoin Passport,,https://vote.optimism.io/retropgf/3/application/0x60085a98f5c48d97a28d7b45d193f9a734d1704e257df91827459b09565e0e47,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,99379.28,OP,optimism,2024-01-01
19050,safe-global,Safe,,https://gov.optimism.io/t/review-gf-phase-1-proposal-updated-template-safe/3426,,Optimism Foundation,Grants Season 2,,0x19793c7824be70ec58bb673ca42d2779d12581be,500000.0,OP,optimism,2022-11-01
19051,safe-global,Safe (previously Gnosis Safe),,https://app.optimism.io/retropgf-discovery/0x9F87C1aCaF3Afc6a5557c58284D9F8609470b571,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,119584.0,OP,optimism,2023-04-01
19052,hats-protocol,Hats Protocol,,https://vote.optimism.io/retropgf/3/application/0xe481da7dcea63794d734fbbd156f0327a4b6905852d6865a5437b722c80871ab,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,79503.43,OP,optimism,2024-01-01
19053,hedgey-finance,Hedgey,,https://vote.optimism.io/retropgf/3/application/0xf8dfff20523c457d87c6ee83f00574f4c73912597f0487c1eff55afb663c4fa2,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,55430.78,OP,optimism,2024-01-01
19054,holograph,Holograph,,https://vote.optimism.io/retropgf/3/application/0xd36960a852e96960b93022ee1d40f33170e9786cda841db0bb6a8f4130658529,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,79503.43,OP,optimism,2024-01-01
19055,holonym-foundation,Holonym,,https://vote.optimism.io/retropgf/3/application/0xb0f319e13cdddf0cb23344062d1e445a0c0f005e9d44a93692838438a5ee0c3b,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,64596.53,OP,optimism,2024-01-01
19056,hop-protocol,Hop DAO,,https://vote.optimism.io/retropgf/3/application/0x67ced2fcb164fe4806d9f1e10cb7a6ba4862530cd9d60a188e3dd3d5c6ce162d,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,49689.64,OP,optimism,2024-01-01
19057,hop-protocol,Hop Protocol,,https://gov.optimism.io/t/gf-phase-0-proposal-hop-protocol/944,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,1000000.0,OP,optimism,2022-07-01
19058,hop-protocol,Hop Protocol,,https://app.optimism.io/retropgf-discovery/0x816a684f40b8B4B060A4Df7A10caD589Ef64E95e,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,38596.0,OP,optimism,2023-04-01
19059,hundred-finance,Hundred Finance,,https://gov.optimism.io/t/ready-gf-phase-1-hundred-finance/2733/4,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,300000.0,OP,optimism,2022-07-01
19060,hypercerts,Hypercerts Foundation,,https://vote.optimism.io/retropgf/3/application/0xdc7101e51a122ec96eaf07c4191f5cc0a096ef50cbbdfdf5936464369991afb2,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,94410.32,OP,optimism,2024-01-01
19061,insuredao,InsureDAO,,https://gov.optimism.io/t/review-gf-phase-1-insuredao/3584,,Optimism Foundation,Grants Season 2,,0x19793c7824be70ec58bb673ca42d2779d12581be,100000.0,OP,optimism,2022-11-01
19062,interest-protocol,Interest Protocol 2,,https://gov.optimism.io/t/review-gf-phase-1-interest-protocol-development-deployment-to-optimism/2951?u=gfxlabs,,Optimism Foundation,Grants Season 2,,0x19793c7824be70ec58bb673ca42d2779d12581be,31764.0,OP,optimism,2022-11-01
19063,kromatika-finance,Kromatika,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-cycle-6-kromatika/3306,,Optimism Foundation,Grants Season 2,,0x19793c7824be70ec58bb673ca42d2779d12581be,300000.0,OP,optimism,2022-11-01
19064,kromatika-finance,Kromatika Finance,,https://vote.optimism.io/retropgf/3/application/0x3eca7098f253e56e7f0b2da0877651ec375762f07fdae2583281b3d0c82f50e3,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,24844.82,OP,optimism,2024-01-01
19065,kwenta,Kwenta,,https://vote.optimism.io/retropgf/3/application/0xd19033e89a3fcb4a7dc19baad712836f6965cf6b4efc0a40f1f0e46d23f8256c,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,99876.18,OP,optimism,2024-01-01
19066,kwenta,Kwenta,,https://gov.optimism.io/t/gf-phase-0-proposal-kwenta-protocol/1122/2,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,900000.0,OP,optimism,2022-07-01
19067,kwenta,Kwenta Referral Program,,https://app.charmverse.io/op-grants/page-5311906072594612,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,210000.0,OP,optimism,2023-09-01
19068,kyber-swap,KyberSwap,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-kyberswap/4068,,Optimism Foundation,Grants Season 3,,0x19793c7824be70ec58bb673ca42d2779d12581be,250000.0,OP,optimism,2023-02-01
19069,lifinance,LI.FI,,https://gov.optimism.io/t/review-gf-phase-1-proposal-li-fi/3360,,Optimism Foundation,Grants Season 2,,0x19793c7824be70ec58bb673ca42d2779d12581be,200000.0,OP,optimism,2022-11-01
19070,derivexyz,LYRA V2,,https://app.charmverse.io/op-grants/page-8973550421901375,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,210000.0,OP,optimism,2023-09-01
19071,derivexyz,Lyra Finance,,https://vote.optimism.io/retropgf/3/application/0x8e02390fa0a94edad31224af640fa639f7d62111f05f32ea1e2746111e45a905,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,99379.28,OP,optimism,2024-01-01
19072,derivexyz,Lyra V1,,https://gov.optimism.io/t/gf-phase-0-proposal-lyra-finance/202/22,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,3000000.0,OP,optimism,2022-07-01
19073,mean-finance,Mean Finance,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-mean-finance/2537,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,300000.0,OP,optimism,2022-07-01
19074,metalswap-defi-foundation,Metalswap,,https://gov.optimism.io/t/metalswap-growth-experiments-grant-cycle-11/5613,,Optimism Foundation,Grants Season 3,,0x19793c7824be70ec58bb673ca42d2779d12581be,30000.0,OP,optimism,2023-02-01
19075,metronome-autonomoussoftware,Metronome - Growth Experiments Grant,,https://app.charmverse.io/op-grants/proposals?id=0a036d87-7394-4279-8fc1-8815f966861a,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,149000.0,OP,optimism,2023-09-01
19076,mirror,Mirror,,https://vote.optimism.io/retropgf/3/application/0x2d8dc7a3cd967718d8f27253b4a3912653d308620007576ac0697ba65fecd985,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,138983.92,OP,optimism,2024-01-01
19077,mux-world,MUX Protocol,,https://app.optimism.io/retropgf-discovery/0x7b4c5F852AA6b44Bd01F9252C3F93Ae1aa1c63e9,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,986.0,OP,optimism,2023-04-01
19078,mux-world,Mux,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-mux-protocol/5037,,Optimism Foundation,Grants Season 3,,0x19793c7824be70ec58bb673ca42d2779d12581be,250000.0,OP,optimism,2023-02-01
19080,nftearth,NFTEarth,,https://app.optimism.io/retropgf-discovery/0xD131F1BcDd547e067Af447dD3C36C99d6be9FdEB,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,594.0,OP,optimism,2023-04-01
19081,nested,Nested,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-nested/4965,,Optimism Foundation,Grants Season 3,,0x19793c7824be70ec58bb673ca42d2779d12581be,250000.0,OP,optimism,2023-02-01
19082,nested,Nested,,https://app.optimism.io/retropgf-discovery/0x0BE55326919F08Af4D14A42aAfb3B68F95738355,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,8664.0,OP,optimism,2023-04-01
19083,orbiter-finance,Orbiter Finance,,https://app.optimism.io/retropgf-discovery/0xd923CA098dBBFb0d24677a3150fa3aA97be461b5,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,6697.0,OP,optimism,2023-04-01
19084,overnight,Overnight.fi,,https://gov.optimism.io/t/review-gf-phase-1-proposal-overnight-fi-v2/3772,,Optimism Foundation,Grants Season 2,,0x19793c7824be70ec58bb673ca42d2779d12581be,400000.0,OP,optimism,2022-11-01
19085,pendle-finance,Pendle,,https://app.charmverse.io/op-grants/proposals?id=9ea8a89a-9892-47fb-85a6-19344ff9fd6a,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,112000.0,OP,optimism,2023-09-01
19086,perpetual-protocol,Perpetual Protocol,,https://gov.optimism.io/t/gf-phase-0-proposal-perpetual-protocol/201/13,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,9000000.0,OP,optimism,2022-07-01
19087,pickle-finance,Pickle Finance,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-pickle-finance/2723,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,200000.0,OP,optimism,2022-07-01
19088,pika-protocol,Pika Protocol,,https://gov.optimism.io/t/gf-phase-0-proposal-pika-protocol/1103,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,900000.0,OP,optimism,2022-07-01
19089,polynomial-protocol,Optimistic Indexer,,https://vote.optimism.io/retropgf/3/application/0x75815ccd858e6b97c6e8435e24ec66b1bc4d67c4775a81d4b49a8c58b62daf3f,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,99379.28,OP,optimism,2024-01-01
19090,polynomial-protocol,Polynomial Protocol,,https://gov.optimism.io/t/gf-phase-0-proposal-polynomial-protocol/1625,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,900000.0,OP,optimism,2022-07-01
19091,pool-together,EIP-5164 / PoolTogether Inc,,https://app.optimism.io/retropgf-discovery/0x0a09cd09B0107Bb98a83f211704F036ECa94B92e,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,54551.0,OP,optimism,2023-04-01
19092,pool-together,PoolTogether,,https://gov.optimism.io/t/review-gf-phase-1-pooltogether/3747,,Optimism Foundation,Grants Season 2,,0x19793c7824be70ec58bb673ca42d2779d12581be,550000.0,OP,optimism,2022-11-01
19093,premiafinance,Premia,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-premia/5034,,Optimism Foundation,Grants Season 3,,0x19793c7824be70ec58bb673ca42d2779d12581be,235000.0,OP,optimism,2023-02-01
19094,punk-domains,Iggy Social - Web3 Social for DAOs,,https://vote.optimism.io/retropgf/3/application/0x7d3016ec843e04aa195883ac9287fb02b66f67ccbece89883463b9a0ae7f10f1,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,38223.26,OP,optimism,2024-01-01
19095,pyth-network,Pyth Network,,https://vote.optimism.io/retropgf/3/application/0xfeba07d541bf93651d4278ab2fb91f89b147e6c5d743ea29fe797958997644cf,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,74534.46,OP,optimism,2024-01-01
19096,pyth-network,Pyth Network ,,https://app.charmverse.io/op-grants/proposals?id=2aa53df9-afe5-4977-a630-53b719caa0fc,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,40000.0,OP,optimism,2023-09-01
19097,qidao-mai-finance,QiDao,,https://gov.optimism.io/t/ready-gf-phase-1-proposal-qidao-protocol/2863,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,750000.0,OP,optimism,2022-07-01
19098,rabbithole,Rabbit Hole,,https://gov.optimism.io/t/draft-gf-phase-1-proposal-rabbithole-quests-on-optimism/5377,,Optimism Foundation,Grants Season 3,,0x19793c7824be70ec58bb673ca42d2779d12581be,248500.0,OP,optimism,2023-02-01
19099,rabbithole,RabbitHole,,https://vote.optimism.io/retropgf/3/application/0x4f382f942845103eace9ad3e46a817e5e95a1676974c58358c7c84d540fdd951,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,76445.53,OP,optimism,2024-01-01
19100,rainbow,Rainbow Wallet,,https://vote.optimism.io/retropgf/3/application/0xb1af1a67d6a94f233303d850c607aa1e26365237ab1376864a81d636ec0ebe0a,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,76445.53,OP,optimism,2024-01-01
19101,rainbow,Rainbow Wallet,,https://gov.optimism.io/t/review-gf-phase-1-proposal-optimism-rainbow/3564,,Optimism Foundation,Grants Season 2,,0x19793c7824be70ec58bb673ca42d2779d12581be,420069.0,OP,optimism,2022-11-01
19102,rainbow,RainbowKit,,https://vote.optimism.io/retropgf/3/application/0xe9140c31f3a448f0f52124b3f9782f7947d698a686ceb20f77f60366670f3f8e,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,99379.28,OP,optimism,2024-01-01
19103,redstone-finance,RedStone Oracles on Optimism,,https://app.charmverse.io/op-grants/proposals?id=68dc0853-0009-4348-8df8-e9d4d3e393e8,,Optimism Foundation,Grants Season 4,,0x19793c7824be70ec58bb673ca42d2779d12581be,40000.0,OP,optimism,2023-09-01
19104,revert-finance,Revert,,https://vote.optimism.io/retropgf/3/application/0x653d55ee03bdd6efb8c8cf7434f6c98fd3741bb5dbbc678d021365adfd9dce23,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,30479.63,OP,optimism,2024-01-01
19105,revert-finance,Revert Compoundor,,https://gov.optimism.io/t/ready-gf-phase-1-revert-finance-compoundor/3242,,Optimism Foundation,Grants Season 2,,0x19793c7824be70ec58bb673ca42d2779d12581be,240000.0,OP,optimism,2022-11-01
19106,rigo-block,Rigoblock,,https://app.optimism.io/retropgf-discovery/0x080f08076e8EAdC66006C3CbFEd28a34918A1fA6,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,928.0,OP,optimism,2023-04-01
19107,rocket-pool,Rocket Pool,,https://gov.optimism.io/t/ready-gf-phase-1-rocket-pool/2822,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,600000.0,OP,optimism,2022-07-01
19108,rubicon,Rubicon,,https://gov.optimism.io/t/gf-phase-0-proposal-rubicon/794/5,,Optimism Foundation,Grants Season 1,,0x19793c7824be70ec58bb673ca42d2779d12581be,900000.0,OP,optimism,2022-07-01
19109,rubicon,Rubicon,,https://gov.optimism.io/t/gf-phase-1-proposal-rubicon/5068,,Optimism Foundation,Grants Season 3,,0x19793c7824be70ec58bb673ca42d2779d12581be,200000.0,OP,optimism,2023-02-01
19110,scopelift,Flexible Voting,,https://vote.optimism.io/retropgf/3/application/0x0d545183c325a4ddc39efb4311dc9c8221d6bc0e3a0179feae2c308c5111da6d,,Optimism Foundation,RetroPGF3,,0x19793c7824be70ec58bb673ca42d2779d12581be,44720.68,OP,optimism,2024-01-01
19111,scopelift,Flexible Voting,,https://app.optimism.io/retropgf-discovery/0x8f5906963Ae276E1631EFA8Ff1a9CaE6499EC5E3,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,19057.0,OP,optimism,2023-04-01
19112,scopelift,Umbra,,https://app.optimism.io/retropgf-discovery/0x5C04E7808455ee0e22c2773328C151d0DD79dC62,,Optimism Foundation,RetroPGF2,,0x19793c7824be70ec58bb673ca42d2779d12581be,34178.0,OP,optimism,2023-04-01
