to_project_name,amount,funding_date,from_funder_name,grant_name,grant_pool_name,metadata
0xauth,90000.00,2024-08-09,stellar,stellar_community_fund,scf-29,"{""application_name"": ""0xAuth"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recsAQHCghw9HIUvF"",""token_amount"": 903278.9,""token_unit"": ""XLM""}"
poma-engage-to-earn-platform,14000.00,2024-08-15,stellar,stellar_community_fund,scf-29,"{""application_name"": ""POMA: Engage-to-earn platform"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recsBXIcZ3R2EKzy0"",""token_amount"": 143427.92,""token_unit"": ""XLM""}"
lul-serving-the-unbanked,20500.00,2024-08-15,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Lul-Serving the unbanked"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rectWILIUqnvfGvTK"",""token_amount"": 210019.46,""token_unit"": ""XLM""}"
loam,3000.00,2024-08-23,stellar,stellar_community_fund,scf-29,"{""application_name"": ""LOAM - Grow Ambitious Dapps"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rect6tCyLANzPdveo"",""token_amount"": 30036.73,""token_unit"": ""XLM""}"
globachain-payment-ecosystem,49500.00,2024-08-14,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Globachain Payment Ecosystem"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recuYdA4IXkFUtuLI"",""token_amount"": 508398.85,""token_unit"": ""XLM""}"
soroban-command-insights-sci-,35000.00,2024-08-06,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Soroban Command Insights (SCI)"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recR4ULg6RudZEquX"",""token_amount"": 386135.31,""token_unit"": ""XLM""}"
solarkraft,67000.00,2024-08-08,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Solarkraft"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recTmGxt9atX6ovnz"",""token_amount"": 665792.85,""token_unit"": ""XLM""}"
bitwave,100000.00,2024-08-07,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Bitwave Enterprise Payments"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recTq3wV5OuPXU0mp"",""token_amount"": 1052741.28,""token_unit"": ""XLM""}"
houseafrica-s-sytemap,35000.00,2024-08-12,stellar,stellar_community_fund,scf-29,"{""application_name"": ""HouseAfrica’s Sytemap"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recW5iwiFOUUejYvP"",""token_amount"": 352040.78,""token_unit"": ""XLM""}"
copperx-gateway-and-payout,50000.00,2024-08-15,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Copperx - Gateway and Payout"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec02RUwR3wO7gsH3"",""token_amount"": 512242.59,""token_unit"": ""XLM""}"
infstones,100000.00,2024-08-13,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Horizon & Soroban API"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec14mcRMcEixJXEg"",""token_amount"": 1008355.23,""token_unit"": ""XLM""}"
lantern-finance-xlm-expansion,48483.00,2024-07-26,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Lantern Finance XLM Expansion"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec1emvKo0DFpWx0c"",""token_amount"": 473347.53,""token_unit"": ""XLM""}"
stellarpro-dev,26000.00,2024-08-15,stellar,stellar_community_fund,scf-29,"{""application_name"": ""stellarpro.dev"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recEafxknk0CPdmB7"",""token_amount"": 266366.15,""token_unit"": ""XLM""}"
stellar-attestation-service,37500.00,2024-08-06,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Stellar Attestation Service"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recF8AbyncoxdFYvk"",""token_amount"": 413716.4,""token_unit"": ""XLM""}"
sorostarter-soroban-launchpad,47175.00,2024-08-06,stellar,stellar_community_fund,scf-29,"{""application_name"": ""SoroStarter: Soroban LaunchPad"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recHIlOHhT0rMNGUN"",""token_amount"": 520455.24,""token_unit"": ""XLM""}"
stellar-women-bootcamp,14400.00,2024-07-26,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Stellar Women Bootcamp"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reccvCDAiuwbDwy4n"",""token_amount"": 140589.57,""token_unit"": ""XLM""}"
switchly-com-bridge-and-dex,46000.00,2024-08-05,stellar,stellar_community_fund,scf-29,"{""application_name"": ""Switchly.com - Bridge and DEX"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/reclxBFY2nWk88GX0"",""token_amount"": 542029.68,""token_unit"": ""XLM""}"
the-hub-citizens-portal,46500.00,2024-09-05,stellar,stellar_community_fund,scf-29,"{""application_name"": ""THE HUB Citizens Portal"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/recQFye9LGFqAXQWh"",""token_amount"": 510330.06,""token_unit"": ""XLM""}"
the-starship-soroban,10000.00,2024-08-08,stellar,stellar_community_fund,scf-29,"{""application_name"": ""The Starship Soroban"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec2ZXjpkY4lCdRpV"",""token_amount"": 99372.06,""token_unit"": ""XLM""}"
unalivio,49300.00,2024-08-07,stellar,stellar_community_fund,scf-29,"{""application_name"": ""USDC payments for LatAm stores"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec4s8vcXcD1RHTSl"",""token_amount"": 519001.45,""token_unit"": ""XLM""}"
west-african-ambassadors-waa-,47500.00,2024-07-26,stellar,stellar_community_fund,scf-29,"{""application_name"": ""West African Ambassadors (WAA)"",""application_url"": ""https://airtable.com/appymB1sbp5uidiGe/shrsaWm1IyNZTCEhX/tblpytbu3t73kssiE/viwTba5X3EUwzXlcr/rec76AToqXxNpKzvV"",""token_amount"": 463750.34,""token_unit"": ""XLM""}"
